2177,9.6,2000,5,22,0,12,1
2179,9.8,2000,5,19,0,13,14
2190,9.5,2000,5,19,0,17,13
2195,9,2000,4,20,0,1,9
2197,8,2000,4,19,1,12,6
2198,9,2000,4,19,0,12,11
2208,9,2000,5,9,0,1,9
2214,8.5,2000,5,2,1,1,1
2215,8.5,2000,5,2,1,17,13
2220,9.7,2000,5,1,0,13,11
2222,9,2000,4,28,0,16,6
2226,8.9,2000,6,13,1,1,9
2230,8.6,2000,6,12,1,1,9
2249,9.4,2000,6,27,0,1,1
2254,8.8,2000,7,7,1,1,1
2257,9.5,2000,6,2,0,1,9
2271,8.3,2000,6,6,1,12,1
2280,9.1,2000,6,26,0,1,24
2283,8.3,2000,7,7,1,1,3
2286,9.4,2000,7,7,0,17,7
2331,8.5,2000,6,22,1,1,9
2342,9.3,2000,6,29,0,17,13
2347,8.5,2000,6,13,1,12,6
2367,9,2000,8,18,0,13,21
2375,8.5,2000,7,27,1,12,6
2377,8.6,2000,7,26,1,1,9
2378,8,2000,7,20,1,1,30
2381,8.4,2000,7,18,1,18,31
2390,9.4,2000,8,15,0,12,7
2407,9.7,2000,8,15,0,12,1
2417,9.1,2000,8,9,0,12,6
2425,9.3,2000,9,27,0,17,11
2428,9,2000,9,26,0,1,11
2429,8,2000,9,26,1,15,6
2431,9,2000,9,26,0,1,2
2432,9.3,2000,9,25,0,12,4
2435,8.8,2000,9,22,1,1,6
2440,9,2000,9,7,0,17,11
2441,9.5,2000,9,7,0,17,7
2444,9,2000,9,6,0,13,11
2453,8.5,2000,9,20,1,1,24
2459,9.1,2000,8,29,0,17,13
2460,9,2000,8,28,0,1,24
2479,9,2000,9,5,0,1,11
2482,9.2,2000,9,19,0,17,32
2483,9.6,2000,9,19,0,12,7
2486,8.4,2000,9,15,1,1,10
2496,9,2000,8,25,0,12,6
2499,9,2000,8,24,0,17,33
2503,8.4,2000,9,29,1,1,1
2508,8.7,2000,9,1,1,1,7
2518,9.2,2000,9,13,0,12,0
2533,8.5,2000,9,28,1,1,11
2538,9.1,2000,8,29,0,12,1
2540,9.2,2000,9,12,0,1,9
2553,8.6,2000,10,24,1,19,14
2561,8.8,2000,10,23,1,1,7
2563,9,2000,10,23,0,19,7
2565,8.4,2000,10,23,1,19,14
2567,10,2000,10,16,2,15,1
2583,9,2000,10,20,0,12,7
2585,8.9,2000,10,18,1,13,14
2589,9.1,2000,10,12,0,12,0
2590,9,2000,10,12,0,1,11
2594,9.3,2000,10,23,0,19,7
2595,8.7,2000,10,23,1,19,13
2597,9.3,2000,10,23,0,1,7
2598,9,2000,10,23,0,17,11
2599,9.5,2000,10,18,0,17,5
2610,9,2000,10,10,0,1,11
2611,9.4,2000,10,10,0,1,1
2615,8.7,2000,10,16,1,12,11
2616,10,2000,10,16,2,15,1
2621,8.8,2000,10,5,1,13,9
2623,9,2000,10,5,0,1,7
2630,9.6,2000,10,27,0,17,6
2633,8.7,2000,10,26,1,1,11
2639,9,2000,11,22,0,15,0
2640,8.9,2000,11,22,1,12,26
2645,8.2,2000,11,7,1,12,25
2649,9.9,2000,10,25,0,13,2
2652,9.3,2000,10,24,0,1,9
2658,8.5,2000,11,21,1,13,4
2665,9.4,2000,11,6,0,17,11
2666,9.9,2000,11,6,0,17,7
2668,8.6,2000,10,24,1,19,11
2671,9.2,2000,10,24,0,17,14
2674,9.4,2000,11,20,0,13,0
2679,9.3,2000,11,20,0,1,4
2684,9.7,2000,11,3,0,17,3
2685,9.1,2000,11,3,0,1,9
2692,9,2000,11,16,0,19,34
2694,9.4,2000,11,16,0,1,9
2697,9,2000,11,17,0,15,0
2701,9.1,2000,11,10,0,1,14
2712,9,2000,10,31,0,12,6
2713,8.8,2000,10,31,1,1,6
2721,8.1,2000,11,9,1,12,14
2722,8.6,2000,11,9,1,1,0
2723,8.4,2000,11,9,1,12,32
2730,9.2,2000,11,14,0,17,1
2738,8.7,2000,11,8,1,1,4
2749,9,2000,11,13,0,13,26
2757,9,2000,11,27,0,13,14
2760,8.5,2000,11,27,1,12,35
2763,8.5,2000,11,30,1,1,1
2766,8.8,2000,11,27,1,17,6
2771,9.2,2000,11,22,0,12,1
2784,8.9,2000,11,22,1,1,14
2785,9.3,2000,11,22,0,17,2
2789,9.2,2000,12,5,0,12,7
2792,9,2000,11,29,0,1,24
2793,9,2000,11,29,0,17,6
2794,9,2000,11,29,0,15,11
2801,9.4,2000,12,5,0,1,6
2808,9,2000,11,28,0,19,7
2820,9,2000,12,1,0,15,6
2824,9.2,2000,12,1,0,17,1
2837,8.4,2000,12,18,1,12,7
2838,9.2,2000,12,15,0,1,6
2856,9.1,2001,1,19,0,17,11
2861,8.9,2001,1,4,1,17,13
2863,9,2000,12,15,0,13,19
2866,8,2000,12,15,1,13,6
2873,8.5,2000,12,8,1,1,7
2874,8.5,2000,12,8,1,1,1
2884,9,2001,1,17,0,1,9
2886,9,2001,1,17,0,17,14
2892,9.2,2001,1,2,0,1,11
2903,9,2000,12,7,0,15,10
2912,8,2001,1,12,1,15,6
2926,8.4,2000,12,12,1,1,8
2939,9.6,2001,1,4,0,17,5
2940,8.7,2001,1,4,1,17,13
2943,8.2,2000,12,21,1,12,1
2944,9.4,2000,12,21,0,12,11
2946,8.7,2000,12,20,1,12,11
2952,8.8,2001,2,27,1,1,6
2957,9,2001,2,21,0,19,19
2959,9,2001,2,20,0,15,6
2962,9,2001,2,20,0,1,6
2974,8.6,2001,2,12,1,20,1
2979,8.6,2001,2,8,1,19,7
2986,8.5,2001,2,7,1,1,24
2993,9.3,2001,1,31,0,17,1
2997,8.9,2001,2,6,1,1,11
2999,8.7,2001,2,6,1,19,11
3002,9,2001,2,5,0,13,1
3003,8.8,2001,2,5,1,19,0
3004,8.5,2001,2,2,1,12,6
3008,8.5,2001,1,26,1,1,24
3017,9,2001,1,24,0,15,21
3023,9,2001,1,23,0,17,36
3025,8.5,2001,3,12,1,19,9
3027,9.2,2001,3,9,0,1,11
3039,8.5,2001,3,6,1,19,4
3046,9.9,2001,3,2,0,13,2
3047,8.6,2001,3,2,1,1,1
3053,9.7,2001,3,27,0,1,9
3056,9,2001,3,20,0,1,9
3060,8.4,2001,3,19,1,19,7
3064,8.8,2001,5,29,1,17,15
3065,9.1,2001,5,25,0,19,14
3070,9.3,2001,3,14,0,17,11
3072,8.9,2001,3,14,1,19,2
3077,8.8,2001,5,23,1,17,14
3079,10,2001,5,14,2,15,2
3080,10,2001,5,14,2,15,2
3085,8.8,2001,4,24,1,19,11
3093,9.4,2001,3,12,0,17,14
3102,8.8,2001,5,4,1,1,9
3104,8.8,2001,5,1,1,17,13
3110,8.7,2001,4,20,1,1,1
3117,8.5,2001,4,4,1,19,7
3118,9.3,2001,4,4,0,12,5
3119,8.5,2001,4,3,1,1,9
3121,9,2001,4,2,0,1,14
3126,9,2001,4,27,0,12,14
3140,8.7,2001,3,27,1,19,6
3141,8.8,2001,3,27,1,19,14
3145,9,2001,4,10,0,15,6
3146,9,2001,4,10,0,15,11
3148,8.9,2001,4,9,1,1,6
3150,9.5,2001,6,14,0,21,7
3151,9,2001,6,14,0,21,11
3163,9,2001,6,8,0,15,6
3175,9,2001,6,21,0,1,9
3179,8.7,2001,6,20,1,19,4
3183,8.5,2001,6,19,1,12,6
3184,9.3,2001,6,19,0,19,7
3186,9.6,2001,6,18,0,19,14
3189,8.5,2001,6,14,1,21,6
3193,9,2001,7,6,0,15,6
3196,8.8,2001,7,5,1,1,3
3199,9,2001,6,14,0,21,0
3207,8.5,2001,7,3,1,1,9
3210,9,2001,6,29,0,1,1
3214,9,2001,6,14,0,21,2
3215,8.5,2001,6,14,1,21,10
3223,9.4,2001,6,22,0,17,0
3228,9.3,2001,7,27,0,1,6
3230,9,2001,7,24,0,19,7
3235,9.2,2001,7,23,0,19,0
3236,10,2001,7,20,2,15,1
3238,9.4,2001,7,18,0,12,1
3244,9,2001,7,16,0,21,6
3251,8.8,2001,8,31,1,1,14
3256,9.5,2001,8,29,0,21,15
3265,8.7,2001,8,24,1,1,1
3268,8.9,2001,8,23,1,1,9
3275,9.2,2001,8,21,0,19,7
3279,8.8,2001,8,20,1,1,9
3282,8.7,2001,8,17,1,17,7
3288,9.8,2001,8,7,0,19,32
3292,8.7,2001,8,2,1,17,13
3296,8.6,2001,7,31,1,17,6
3298,9,2001,7,30,0,15,1
3300,9,2001,9,25,0,19,4
3304,9.2,2001,9,24,0,19,7
3312,9,2001,9,21,0,17,7
3315,8.5,2001,9,19,1,12,1
3316,9.4,2001,9,18,0,17,6
3317,8.5,2001,10,3,1,17,1
3318,8.7,2001,10,2,1,19,14
3319,8.8,2001,10,2,1,19,13
3324,8.9,2001,10,1,1,19,15
3325,8.8,2001,9,18,1,1,14
3327,9.2,2001,9,18,0,1,7
3338,9,2001,9,27,0,21,0
3340,9.9,2001,9,10,0,21,9
3348,9.4,2001,9,25,0,19,4
3354,9.6,2001,10,16,0,19,2
3355,9,2001,10,16,0,1,2
3362,8.6,2001,11,7,1,19,7
3363,8.8,2001,11,6,1,19,11
3370,8.7,2001,10,31,1,19,11
3374,8.6,2001,10,9,1,1,9
3377,9,2001,10,8,0,1,9
3380,9.4,2001,11,6,0,19,7
3384,8.6,2001,11,2,1,19,11
3385,9,2001,11,2,0,1,1
3388,9.7,2001,10,30,0,19,7
3389,9.3,2001,10,29,0,1,9
3390,9.6,2001,10,29,0,17,7
3399,9.4,2001,11,2,0,17,7
3400,8.5,2001,11,2,1,19,7
3401,9,2001,11,2,0,19,2
3403,8.9,2001,11,1,1,21,14
3404,9,2001,11,1,0,15,1
3408,8.7,2001,10,26,1,1,9
3414,8.6,2001,11,1,1,1,37
3415,9,2001,11,1,0,15,1
3418,9.1,2001,10,23,0,19,19
3419,9,2001,10,23,0,15,17
3420,8.5,2001,10,23,1,21,7
3421,9.6,2001,10,22,0,19,2
3425,9.4,2001,11,12,0,22,13
3433,8.6,2001,11,11,1,13,7
3434,9.7,2001,11,9,0,21,1
3436,9.6,2001,11,9,0,12,7
3438,9.3,2001,11,9,0,1,6
3440,8.8,2001,11,9,1,22,11
3441,9.7,2001,11,9,0,22,14
3444,8.6,2001,11,8,1,22,7
3445,8.7,2001,11,8,1,1,9
3448,9,2001,11,7,0,1,34
3452,9.1,2001,11,16,0,23,19
3454,9.1,2001,11,16,0,23,7
3457,8.7,2001,11,16,1,23,7
3458,9.7,2001,11,16,0,19,6
3460,9.1,2001,11,16,0,19,6
3478,8.8,2001,11,20,1,19,1
3483,9,2001,11,20,0,19,7
3484,9,2001,11,20,0,17,6
3485,9,2001,11,20,0,1,9
3488,9,2001,11,20,0,21,1
3499,9.2,2001,11,16,0,23,11
3502,9.4,2001,12,4,0,19,0
3503,8.8,2001,12,4,1,21,10
3507,9.4,2001,12,3,0,19,3
3511,9.1,2001,12,3,0,23,9
3512,9.6,2001,12,3,0,23,13
3515,9,2001,11,30,0,21,14
3518,9,2001,11,30,0,1,14
3527,8.5,2001,11,29,1,1,9
3531,8.5,2001,11,28,1,19,6
3532,8.6,2001,11,28,1,23,7
3533,8.5,2001,11,28,1,23,11
3537,8.7,2001,11,27,1,12,1
3543,9,2001,11,26,0,19,22
3544,8.5,2001,11,21,1,22,7
3545,8.7,2001,11,21,1,1,9
3546,8.8,2001,11,21,1,22,7
3551,9,2001,12,11,0,17,13
3553,9,2001,12,11,0,22,7
3555,8.5,2001,12,10,1,22,32
3558,8.9,2001,12,10,1,22,6
3560,9,2001,12,10,0,22,7
3566,8.6,2002,1,14,1,19,7
3570,8.8,2001,12,7,1,1,4
3580,8.5,2002,1,30,1,21,6
3582,8.5,2001,12,19,1,1,1
3586,9.5,2001,12,18,0,19,1
3604,8.5,2002,1,29,1,1,7
3605,8.6,2002,1,28,1,1,9
3607,8.7,2002,1,25,1,1,16
3615,8.5,2001,12,13,1,21,10
3618,8.8,2002,2,14,1,19,7
3619,9.2,2002,2,13,0,19,2
3624,8.5,2002,1,8,1,19,5
3625,9,2002,1,7,0,17,6
3628,8.2,2002,1,4,1,22,4
3630,8.7,2002,1,24,1,22,7
3643,9.2,2002,2,12,0,17,7
3645,9.3,2002,2,11,0,21,0
3659,9.3,2002,1,18,0,1,14
3660,9,2002,1,16,0,1,24
3662,9.1,2002,2,8,0,22,26
3668,9,2002,2,6,0,22,11
3676,8.9,2002,3,7,1,1,11
3678,9.2,2002,2,6,0,1,14
3681,9.1,2002,2,5,0,21,0
3683,8.8,2002,2,26,1,22,7
3684,8.6,2002,2,26,1,13,4
3685,8.6,2002,2,25,1,23,7
3688,8.5,2002,2,25,1,19,22
3690,9.1,2002,2,22,0,22,6
3694,9.6,2002,3,6,0,21,7
3695,9.5,2002,3,6,0,22,7
3701,9,2002,2,22,0,1,24
3703,9,2002,2,21,0,21,10
3711,8.8,2002,3,5,1,22,7
3718,9,2002,3,15,0,22,6
3727,8.5,2002,2,14,1,1,24
3728,9,2002,3,1,0,21,0
3729,8.9,2002,3,1,1,19,7
3730,8.9,2002,3,1,1,22,7
3731,9.2,2002,2,28,0,22,11
3739,8.5,2002,3,12,1,19,11
3742,8.5,2002,3,12,1,1,9
3744,9,2002,3,11,0,19,19
3747,8.9,2002,3,8,1,19,7
3749,8.3,2002,3,8,1,23,7
3754,9,2002,4,1,0,1,6
3756,8.6,2002,3,29,1,1,14
3759,9,2002,3,26,0,21,6
3762,9.3,2002,3,26,0,1,1
3763,8.7,2002,3,22,1,19,11
3768,8.8,2002,3,20,1,21,7
3771,8.6,2002,3,20,1,23,7
3774,9.3,2002,3,19,0,19,13
3781,8.7,2002,4,10,1,1,9
3788,9,2002,6,7,0,4,14
3805,9.3,2002,4,5,0,1,7
3808,8.5,2002,4,4,1,1,3
3813,8.9,2002,5,21,1,1,16
3814,8.8,2002,5,20,1,1,14
3815,8.7,2002,5,17,1,22,6
3822,8.8,2002,6,3,1,22,11
3826,9,2002,5,31,0,22,7
3829,9.3,2002,5,30,0,1,7
3831,9.4,2002,5,15,0,1,1
3832,8.5,2002,5,15,1,21,9
3838,9,2002,4,26,0,23,2
3845,9.4,2002,5,29,0,19,7
3847,8.7,2002,5,28,1,1,14
3848,9.4,2002,5,27,0,1,2
3859,8.4,2002,4,18,1,22,6
3865,9.5,2002,5,7,0,12,5
3866,8.8,2002,5,6,1,12,1
3871,8.8,2002,4,17,1,21,6
3872,8.4,2002,4,17,1,19,6
3877,9.4,2002,6,17,0,22,1
3890,8.3,2002,6,10,1,4,14
3891,9.3,2002,6,10,0,4,14
3903,9.6,2002,6,10,0,4,14
3904,8.9,2002,6,10,1,4,9
3906,9,2002,6,10,0,4,9
3917,8.7,2002,6,25,1,1,4
3919,9,2002,6,25,0,4,9
3924,8.4,2002,6,7,1,4,38
3926,8.7,2002,6,7,1,4,24
3927,9.4,2002,6,7,0,4,14
3928,8.3,2002,6,7,1,4,3
3931,8.5,2002,6,24,1,1,9
3934,9,2002,6,21,0,1,1
3937,9.6,2002,6,21,0,23,4
3939,9,2002,6,7,0,4,14
3947,8.6,2002,6,19,1,19,15
3949,9,2002,6,18,0,19,15
3953,9.3,2002,7,10,0,4,14
3963,9.3,2002,7,2,0,1,9
3971,8.5,2002,6,27,1,19,9
3975,9.1,2002,9,5,0,23,24
3976,9,2002,9,5,0,1,1
3989,8.8,2002,8,30,1,22,11
3992,9.2,2002,8,29,0,1,2
3998,8.9,2002,8,26,1,19,2
4000,8.9,2002,8,26,1,1,9
4002,9,2002,8,24,0,23,17
4004,9.2,2002,8,22,0,1,7
4005,9.4,2002,8,22,0,23,0
4017,8.5,2002,8,15,1,21,7
4018,8.5,2002,8,15,1,22,6
4021,8.5,2002,7,26,1,19,7
4028,8.2,2002,8,12,1,23,7
4031,9,2002,8,14,0,21,14
4039,9,2002,8,13,0,4,6
4044,9.1,2002,7,19,0,22,7
4046,8.8,2002,7,19,1,19,6
4047,8.9,2002,7,19,1,19,7
