230,Amazing,Call of Duty: Black Ops II,Xbox 360,9.3,Shooter,Y,2012,11,13
231,Amazing,Call of Duty: Black Ops II,PlayStation 3,9.3,Shooter,Y,2012,11,13
245,Amazing,Football Manager 2013,Macintosh,9,"Sports, Simulation",Y,2012,11,3
246,Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,PC,9.5,Adventure,Y,2012,11,19
247,Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,iPad,9.5,Adventure,Y,2012,11,19
248,Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,Macintosh,9.5,Adventure,Y,2012,11,19
249,Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,PlayStation 3,9.5,Adventure,Y,2012,11,19
250,Amazing,Football Manager 2013,PC,9,"Sports, Simulation",Y,2012,11,3
263,Amazing,Hitman: Absolution,PlayStation 3,9,Action,Y,2012,11,18
264,Amazing,Hitman: Absolution,Xbox 360,9,Action,Y,2012,11,18
275,Amazing,Hitman: Absolution,PC,9,Action,Y,2012,11,18
276,Amazing,Batman: Arkham City -- Armored Edition,Wii U,9.5,Action,Y,2012,11,17
280,Great,Scribblenauts Unlimited,Wii U,8.8,"Puzzle, Action",Y,2012,11,16
290,Amazing,The Walking Dead: A Telltale Game Series -- Season One,Xbox 360,9.3,Adventure,Y,2012,12,12
292,Amazing,New Super Mario Bros. U,Wii U,9.1,Platformer,Y,2012,11,15
294,Great,Nintendo Land,Wii U,8.7,Party,Y,2012,11,15
297,Amazing,The Walking Dead: A Telltale Game Series -- Season One,PlayStation 3,9.3,Adventure,Y,2012,12,12
298,Amazing,The Walking Dead -- Game of the Year Edition,PC,9.3,Adventure,Y,2012,12,12
299,Amazing,The Walking Dead: A Telltale Game Series -- Season One,iPhone,9.3,Adventure,Y,2012,12,12
302,Amazing,Crashmo,Nintendo 3DS,9.5,"Puzzle, Action",Y,2012,11,30
303,Amazing,PlanetSide 2,PC,9,Shooter,Y,2012,11,30
305,Amazing,The Walking Dead: A Telltale Game Series -- Season One,PC,9.3,Adventure,Y,2012,12,12
306,Amazing,The Walking Dead: A Telltale Game Series -- Season One,Macintosh,9.3,Adventure,Y,2012,12,12
310,Amazing,Ni no Kuni: Wrath of the White Witch,PlayStation 3,9.4,RPG,Y,2013,1,15
313,Great,Assassin's Creed III,PC,8.6,"Action, Adventure",Y,2012,11,23
315,Great,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?,Nintendo 3DS,8.5,Adventure,Y,2012,11,22
326,Amazing,The Walking Dead -- Game of the Year Edition,PlayStation 3,9.3,Adventure,Y,2012,12,12
327,Amazing,The Walking Dead -- Game of the Year Edition,Xbox 360,9.3,Adventure,Y,2012,12,12
328,Amazing,The Walking Dead: A Telltale Game Series -- Season One,iPad,9.3,Adventure,Y,2012,12,12
329,Amazing,Minigore 2: Zombies,iPhone,9.1,Shooter,Y,2012,12,12
337,Great,DmC: Devil May Cry,PC,8.9,Action,Y,2013,1,14
339,Great,DmC: Devil May Cry,PlayStation 3,8.5,Action,Y,2013,1,14
343,Amazing,Persona 4 Golden,PlayStation Vita,9.3,RPG,Y,2012,11,21
344,Amazing,Call of Duty: Black Ops II,Wii U,9.3,Shooter,Y,2012,11,21
347,Amazing,Far Cry 3,PC,9,Shooter,Y,2012,11,21
349,Amazing,Far Cry 3,PlayStation 3,9,Shooter,Y,2012,11,21
355,Amazing,Trine 2: Director's Cut,Wii U,9,Action,Y,2012,11,26
360,Amazing,Mass Effect,PlayStation 3,9,RPG,Y,2012,12,10
367,Amazing,Joe Danger,iPhone,9.1,Action,Y,2013,1,14
368,Great,DmC: Devil May Cry,Xbox 360,8.9,Action,Y,2013,1,14
373,Amazing,Mutant Mudds,iPhone,9.1,Platformer,Y,2013,1,10
374,Amazing,Far Cry 3,Xbox 360,9,Shooter,Y,2012,11,21
376,Amazing,Nano Assault Neo,Wii U,9,Shooter,Y,2012,11,20
379,Amazing,Borderlands 2: Mr. Torgue's Campaign of Carnage,PC,9.2,"Shooter, RPG",Y,2012,11,20
380,Great,Scribblenauts Unlimited,PC,8.8,"Puzzle, Action",Y,2012,11,20
381,Amazing,Borderlands 2: Mr. Torgue's Campaign of Carnage,Xbox 360,9.2,"Shooter, RPG",Y,2012,11,20
396,Amazing,Borderlands 2: Mr. Torgue's Campaign of Carnage,PlayStation 3,9.2,"Shooter, RPG",Y,2012,11,20
398,Amazing,NBA 2K13,Wii U,9.1,Sports,Y,2012,11,20
399,Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,Xbox 360,9.5,Adventure,Y,2012,11,19
443,Amazing,WipEout XL,PlayStation,9,Racing,Y,1996,11,26
445,Great,Tobal No. 1,PlayStation,8.7,Fighting,Y,1996,11,26
480,Amazing,X-COM: UFO Defense,PlayStation,9,Strategy,Y,1996,11,26
484,Amazing,Wave Race 64,Nintendo 64,9.7,Racing,Y,1996,11,15
509,Amazing,Tekken 2,PlayStation,9,Fighting,Y,1996,11,26
514,Amazing,Super Mario 64,Nintendo 64,9.8,Platformer,Y,1996,9,25
525,Great,Mario Kart 64,Nintendo 64,8.1,"Racing, Action",Y,1997,2,20
537,Great,Blood Omen: Legacy of Kain,PlayStation,8.5,"Action, RPG",Y,1997,1,31
541,Amazing,Super Puzzle Fighter II Turbo,PlayStation,9,"Puzzle, Action",Y,1997,1,27
570,Amazing,Blast Corps,Nintendo 64,9,Action,Y,1997,3,26
572,Amazing,NBA ShootOut '97,PlayStation,9,Sports,Y,1997,3,18
586,Great,Soul Blade,PlayStation,8.3,Fighting,Y,1997,3,3
597,Great,Tobal No. 1,PlayStation,8.7,Fighting,Y,1996,11,26
599,Amazing,WipEout XL,PlayStation,9,Racing,Y,1996,11,26
628,Great,NFL GameDay 98,PlayStation,8.8,Sports,Y,1997,8,26
629,Amazing,GoldenEye 007,Nintendo 64,9.7,Shooter,Y,1997,8,25
630,Amazing,Ace Combat 2,PlayStation,9,"Flight, Action",Y,1997,8,22
643,Great,Time Crisis,PlayStation,8,Action,Y,1997,11,11
661,Great,1080° Snowboarding,Nintendo 64,8.6,Sports,Y,1998,4,2
673,Amazing,Colony Wars,PlayStation,9.3,Action,Y,1997,11,4
681,Great,Poy Poy,PlayStation,8,Action,Y,1997,9,18
701,Great,Bushido Blade,PlayStation,8.7,Fighting,Y,1997,10,17
703,Great,Dead or Alive,PlayStation,8.5,Fighting,Y,1998,3,27
730,Amazing,Final Fantasy VII,PlayStation,9.5,RPG,Y,1997,9,3
752,Great,Klonoa: Door to Phantomile,PlayStation,8,Platformer,Y,1998,3,11
760,Great,Final Fantasy Tactics,PlayStation,8.5,"Strategy, RPG",Y,1998,1,27
763,Amazing,Resident Evil 2 [1998],PlayStation,9.3,"Action, Adventure",Y,1998,1,21
778,Amazing,Castlevania: Symphony of the Night,PlayStation,9,"Action, Adventure",Y,1997,10,2
789,Great,Alundra,PlayStation,8.5,"Action, RPG",Y,1998,1,8
796,Amazing,Parappa The Rapper,PlayStation,9,Music,Y,1997,11,18
816,Great,Hot Shots Golf,PlayStation,8,"Sports, Action",Y,1998,5,7
842,Amazing,Banjo-Kazooie,Nintendo 64,9.6,Platformer,Y,1998,6,30
860,Amazing,Grim Fandango,PC,9.4,Adventure,Y,1998,11,3
866,Amazing,Metal Gear Solid,PlayStation,9.8,"Action, Adventure",Y,1998,10,21
870,Amazing,Xenogears,PlayStation,9.5,RPG,Y,1998,10,20
893,Amazing,NHL '99,PC,9,Sports,Y,1998,10,27
894,Amazing,F-Zero X,Nintendo 64,9.1,Racing,Y,1998,10,27
904,Amazing,Tom Clancy's Rainbow Six,PC,9.4,Shooter,Y,1998,9,8
914,Amazing,Unreal,PC,9,Shooter,Y,1998,8,12
917,Amazing,"The Operational Art of War, Vol. 1",PC,9,Strategy,Y,1998,8,12
918,Amazing,Might and Magic VI: The Mandate of Heaven,PC,9,RPG,Y,1998,8,12
920,Great,Railroad Tycoon II,PC,8.9,Strategy,Y,1998,10,27
923,Amazing,Space Station Silicon Valley,Nintendo 64,9.5,Platformer,Y,1998,10,23
930,Great,Caesar III,PC,8.7,Strategy,Y,1998,10,8
976,Amazing,Devil Dice,PlayStation,9,Puzzle,Y,1998,9,29
984,Great,Tomba!,PlayStation,8.7,Platformer,Y,1998,8,24
985,Great,Elemental Gearbolt,PlayStation,8.3,Action,Y,1998,8,24
989,Great,Need for Speed III: Hot Pursuit,PlayStation,8,Racing,Y,1998,8,23
990,Great,Moto Racer 2,PlayStation,8.7,Racing,Y,1998,9,18
992,Amazing,Tenchu: Stealth Assassins,PlayStation,9,Action,Y,1998,9,18
995,Amazing,Einhander,PlayStation,9,Shooter,Y,1998,8,23
996,Amazing,Gran Turismo [1998],PlayStation,9.5,Racing,Y,1998,8,23
997,Amazing,Tekken 3,PlayStation,9.3,Fighting,Y,1998,8,23
1001,Great,Fallout 2,PC,8.9,RPG,Y,1998,11,13
1015,Great,Delta Force,PC,8.7,Shooter,Y,1998,11,6
1016,Amazing,Shogo: Mobile Armor Division,PC,9,Action,Y,1998,11,6
1018,Amazing,Colony Wars: Vengeance,PlayStation,9.5,Action,Y,1998,11,5
1021,Amazing,International Superstar Soccer '98,Nintendo 64,9.1,Sports,Y,1998,11,4
1022,Amazing,Crash Bandicoot: Warped,PlayStation,9.1,Platformer,Y,1998,11,4
1026,Great,Thief: The Dark Project,PC,8.9,Action,Y,1998,12,11
1033,Great,Star Wars: Rogue Squadron,Nintendo 64,8.8,"Flight, Action",Y,1998,12,9
1052,Great,FIFA '99,PC,8.7,Sports,Y,1998,11,30
1054,Amazing,Half-Life,PC,9.5,Shooter,Y,1998,11,25
1057,Amazing,Bust A Groove,PlayStation,9,"Music, Action",Y,1998,11,25
1058,Masterpiece,The Legend of Zelda: Ocarina of Time,Nintendo 64,10,"Action, Adventure",Y,1998,11,25
1060,Great,Street Fighter Collection 2,PlayStation,8.4,"Fighting, Compilation",Y,1998,11,24
1088,Amazing,Close Combat III: The Russian Front,PC,9,Strategy,Y,1999,1,18
1089,Amazing,Baldur's Gate,PC,9.4,RPG,Y,1999,1,18
1090,Great,Moto Racer 2,PC,8.6,Racing,Y,1999,1,18
1092,Amazing,Starsiege: Tribes,PC,9.3,Shooter,Y,1999,1,15
1118,Great,Oddworld: Abe's Exoddus,PC,8.5,Platformer,Y,1999,1,29
1126,Great,Powerslide,PC,8.5,Racing,Y,1998,12,22
1163,Great,Myth II: Soulblighter,PC,8.9,Strategy,Y,1999,2,24
1165,Amazing,Silent Hill,PlayStation,9,Adventure,Y,1999,2,24
1168,Amazing,SimCity 3000,PC,9,Simulation,Y,1999,2,22
1170,Amazing,Syphon Filter,PlayStation,9.5,Action,Y,1999,2,17
1173,Amazing,Sid Meier's Alpha Centauri,PC,9.5,Strategy,Y,1999,2,12
1180,Amazing,Heroes of Might and Magic III: The Restoration of Erathia,PC,9,Strategy,Y,1999,3,29
1183,Great,EverQuest,PC,8.4,RPG,Y,1999,3,26
1186,Amazing,Beetle Adventure Racing,Nintendo 64,9.1,Racing,Y,1999,3,24
1187,Great,Need for Speed: High Stakes,PlayStation,8.8,Racing,Y,1999,3,24
1204,Great,Falcon 4.0,PC,8.4,Simulation,Y,1999,4,15
1208,Amazing,High Heat Baseball 2000,PC,9,Sports,Y,1999,4,9
1224,Great,RollerCoaster Tycoon,PC,8.5,Simulation,Y,1999,4,2
1228,Amazing,Street Fighter Alpha 3,PlayStation,9.3,Fighting,Y,1999,5,7
1230,Great,Point Blank 2,PlayStation,8.5,Shooter,Y,1999,5,7
1233,Amazing,R4: Ridge Racer Type 4,PlayStation,9.4,Racing,Y,1999,5,5
1242,Great,Super Smash Bros.,Nintendo 64,8.5,Fighting,Y,1999,4,27
1251,Amazing,MechWarrior 3,PC,9.1,Simulation,Y,1999,6,4
1253,Great,Bloody Roar II: The New Breed,PlayStation,8.8,Fighting,Y,1999,6,3
1275,Great,The Next Tetris,PlayStation,8.8,Puzzle,Y,1999,6,29
1286,Amazing,Ape Escape,PlayStation,9.5,Platformer,Y,1999,6,23
1287,Masterpiece,Pokemon Blue Version,Game Boy,10,RPG,Y,1999,6,23
1289,Masterpiece,Pokemon Red Version,Game Boy,10,RPG,Y,1999,6,23
1311,Great,World Driver Championship,Nintendo 64,8.8,Racing,Y,1999,6,16
1318,Amazing,Descent 3,PC,9,Shooter,Y,1999,6,14
1330,Great,Midtown Madness,PC,8.4,Racing,Y,1999,6,11
1349,Great,Worms Armageddon,PC,8.6,Strategy,Y,1999,7,2
1421,Great,Dungeon Keeper II,PC,8.9,Strategy,Y,1999,7,9
1422,Amazing,Driver,PlayStation,9.7,"Racing, Action",Y,1999,7,8
1434,Masterpiece,Super Mario Bros. Deluxe,Game Boy Color,10,Platformer,Y,1999,7,21
1447,Amazing,Metal Slug: First Mission,NeoGeo Pocket Color,9,Action,Y,1999,7,19
1457,Masterpiece,Soulcalibur,Dreamcast,10,Fighting,Y,1999,9,20
1459,Amazing,Legacy of Kain: Soul Reaver,PC,9.2,Adventure,Y,1999,9,17
1461,Masterpiece,The Legend of Zelda: Link's Awakening DX,Game Boy Color,10,"Action, Adventure",Y,1999,9,17
1462,Amazing,Darkstone,PC,9,RPG,Y,1999,8,13
1494,Amazing,Final Fantasy VIII,PlayStation,9,RPG,Y,1999,9,10
1516,Great,Jagged Alliance 2,PC,8.5,Strategy,Y,1999,8,2
1527,Great,Sled Storm,PlayStation,8,Racing,Y,1999,8,24
1530,Amazing,System Shock 2,PC,9,RPG,Y,1999,8,20
1532,Great,Re-Volt,PC,8.8,Racing,Y,1999,8,19
1543,Amazing,Legacy of Kain: Soul Reaver,PlayStation,9.3,Adventure,Y,1999,8,19
1544,Great,Um Jammer Lammy,PlayStation,8.6,"Music, Action",Y,1999,8,18
1548,Great,Madden NFL 2000,Nintendo 64,8.4,Sports,Y,1999,9,2
1550,Amazing,Dino Crisis,PlayStation,9.2,Adventure,Y,1999,9,30
1558,Great,Championship Motocross Featuring Ricky Carmichael,PlayStation,8.7,Racing,Y,1999,9,29
1568,Great,Marvel vs. Capcom: Clash of Super Heroes,Dreamcast,8.8,Fighting,Y,1999,10,7
1575,Amazing,Tom Clancy's Rainbow Six: Rogue Spear,PC,9.2,Action,Y,1999,9,24
1576,Amazing,WipEout 3,PlayStation,9.1,Racing,Y,1999,9,24
1592,Masterpiece,Mario Golf [Game Boy Color],Game Boy Color,10,"Sports, Action",Y,1999,10,5
1606,Great,Age of Empires II: The Age of Kings,PC,8.8,Strategy,Y,1999,10,8
1607,Great,Jet Force Gemini,Nintendo 64,8.1,Shooter,Y,1999,10,8
1612,Amazing,NHL 2000,PlayStation,9.1,Sports,Y,1999,10,1
1613,Great,Driver,PC,8.9,"Racing, Action",Y,1999,10,8
1614,Great,Monster Rancher 2,PlayStation,8.8,Simulation,Y,1999,10,7
1615,Amazing,Final Fantasy Anthology,PlayStation,9,RPG,Y,1999,10,7
1617,Amazing,Homeworld,PC,9.5,Strategy,Y,1999,10,1
1622,Great,FreeSpace 2,PC,8.9,Action,Y,1999,10,1
1628,Amazing,Pharaoh,PC,9,Strategy,Y,1999,11,12
1634,Amazing,Resident Evil 3: Nemesis,PlayStation,9.4,"Action, Adventure",Y,1999,11,11
1635,Great,You Don't Know Jack! [1999],PlayStation,8.2,Trivia,Y,1999,11,10
1637,Amazing,Suikoden II,PlayStation,9,RPG,Y,1999,10,26
1645,Great,FIFA 2000 Major League Soccer,PC,8.8,Sports,Y,1999,11,8
1646,Great,Sid Meier's Alien Crossfire,PC,8.7,Strategy,Y,1999,11,8
1655,Amazing,Ms. Pac-Man,Game Boy Color,9,Action,Y,1999,11,5
1660,Amazing,NHL Championship 2000,PlayStation,9.1,Sports,Y,1999,10,21
1670,Amazing,Tony Hawk's Pro Skater,PlayStation,9.4,Sports,Y,1999,10,19
1673,Amazing,Flight Unlimited III,PC,9,Simulation,Y,1999,10,18
1678,Amazing,Resident Evil 2 [1998],Nintendo 64,9.1,"Action, Adventure",Y,1999,11,24
1679,Great,WWF Wrestlemania 2000,Nintendo 64,8.9,Wrestling,Y,1999,11,24
1682,Amazing,Pong: The Next Level,PlayStation,9,Action,Y,1999,11,4
1685,Amazing,Grandia,PlayStation,9,RPG,Y,1999,11,4
1689,Amazing,Rayman 2: The Great Escape,PC,9.2,Platformer,Y,1999,11,18
1692,Amazing,Rayman 2: The Great Escape,Nintendo 64,9,Platformer,Y,1999,11,24
1693,Amazing,Rocket: Robot on Wheels,Nintendo 64,9,Platformer,Y,1999,11,24
1702,Great,Knockout Kings 2000,PlayStation,8.5,Sports,Y,1999,11,2
1704,Amazing,FIFA 2000 Major League Soccer,PlayStation,9.1,Sports,Y,1999,11,2
1708,Great,Crash Team Racing,PlayStation,8.5,"Racing, Action",Y,1999,10,29
1710,Amazing,Medal of Honor [1999],PlayStation,9.3,Action,Y,1999,11,18
1728,Amazing,NASCAR Racing 3,PC,9.2,Racing,Y,1999,10,27
1738,Great,NERF Arena Blast,PC,8.8,Action,Y,1999,11,16
1747,Amazing,Heroes of Might and Magic III: Armageddon's Blade,PC,9,Strategy,Y,1999,11,15
1759,Amazing,Quake III: Arena,PC,9.3,Shooter,Y,1999,12,10
1779,Great,Re-Volt,Dreamcast,8.7,Racing,Y,1999,12,9
1781,Amazing,NBA Live 2000,PC,9.2,Sports,Y,1999,12,8
1785,Great,SWAT 3: Close Quarters Battle,PC,8.6,Action,Y,1999,11,30
1795,Amazing,Unreal Tournament [1999],PC,9.6,Shooter,Y,1999,12,6
1802,Amazing,NBA Courtside 2: Featuring Kobe Bryant,Nintendo 64,9.2,Sports,Y,1999,11,24
1805,Great,Shadow Man,Dreamcast,8.5,Action,Y,1999,12,6
1808,Great,Age of Wonders,PC,8.8,Strategy,Y,1999,12,6
1810,Amazing,Worms Armageddon,Dreamcast,9,Puzzle,Y,1999,12,6
1822,Amazing,Rampart,Game Boy Color,9,Strategy,Y,1999,12,3
1832,Great,Harvest Moon 64,Nintendo 64,8.2,RPG,Y,1999,12,23
1835,Amazing,NCAA March Madness 2000,PlayStation,9.1,Sports,Y,1999,12,23
1842,Amazing,SNK vs. Capcom: Card Fighter's Clash,NeoGeo Pocket Color,9,"Card, Battle",Y,2000,1,7
1853,Amazing,Crazy Taxi,Dreamcast,9.6,"Racing, Action",Y,2000,1,28
1858,Amazing,Planescape: Torment,PC,9.2,RPG,Y,1999,12,17
1862,Great,Shanghai: Second Dynasty,PC,8.8,Puzzle,Y,2000,1,7
1863,Great,Sid Meier's Antietam!,PC,8.8,Strategy,Y,2000,1,7
1867,Amazing,Shanghai Pocket,Game Boy Color,9,Puzzle,Y,2000,1,6
1874,Amazing,Gran Turismo 2,PlayStation,9.8,Racing,Y,1999,12,20
1881,Amazing,Dragon Warrior Monsters,Game Boy Color,9,RPG,Y,2000,1,26
1893,Great,NASCAR Legends,PC,8.9,Racing,Y,2000,1,18
1894,Amazing,Tomba! 2 -- The Evil Swine Return,PlayStation,9,Platformer,Y,2000,1,18
1902,Amazing,Legacy of Kain: Soul Reaver,Dreamcast,9.1,Action,Y,2000,1,26
1916,Great,Dirt Track Racing,PC,8.8,Racing,Y,1999,12,14
1924,Amazing,MiG Alley,PC,9,Simulation,Y,2000,1,5
1927,Masterpiece,SNK vs. Capcom: Match of the Millennium,NeoGeo Pocket Color,10,Fighting,Y,2000,1,4
1934,Great,Descent 3: Mercenary,PC,8.8,Shooter,Y,2000,1,24
1945,Amazing,MTV Music Generator,PlayStation,9,"Music, Editor",Y,2000,1,11
1946,Great,Silhouette Mirage,PlayStation,8.9,Action,Y,2000,1,11
1956,Amazing,The Sims,PC,9.5,Simulation,Y,2000,2,4
1972,Great,Formula 1 '99,PlayStation,8.5,Racing,Y,2000,2,2
1994,Great,WWF Smackdown!,PlayStation,8.8,Wrestling,Y,2000,3,1
2008,Masterpiece,Magical Tetris Challenge,Game Boy Color,10,"Puzzle, Adventure",Y,2000,2,28
2011,Great,Nox,PC,8.9,Action,Y,2000,2,25
2018,Amazing,Colin McRae Rally [2000],PlayStation,9,Racing,Y,2000,2,22
2024,Great,Fear Effect,PlayStation,8.9,"Action, Adventure",Y,2000,2,18
2042,Amazing,Thief II: The Metal Age,PC,9,Action,Y,2000,3,24
2062,Amazing,Rayman 2: The Great Escape,Dreamcast,9.6,Platformer,Y,2000,3,21
2063,Great,Front Mission 3,PlayStation,8.8,RPG,Y,2000,3,21
2065,Great,Mobil 1 Rally Championship,PC,8.8,Racing,Y,2000,3,8
2066,Amazing,Chu Chu Rocket,Dreamcast,9,Puzzle,Y,2000,3,7
2100,Great,Syphon Filter 2,PlayStation,8.9,Action,Y,2000,3,14
2102,Amazing,Tony Hawk's Pro Skater,Nintendo 64,9.1,Sports,Y,2000,3,14
2103,Amazing,Hot Shots Golf 2,PlayStation,9.2,"Sports, Action",Y,2000,3,13
2104,Amazing,Ace Combat 3: Electrosphere,PlayStation,9,Action,Y,2000,3,13
2130,Amazing,Soldier of Fortune,PC,9,Action,Y,2000,4,3
2141,Amazing,Resident Evil -- CODE: Veronica,Dreamcast,9.2,"Action, Adventure",Y,2000,3,30
2143,Amazing,MDK2,Dreamcast,9.4,Action,Y,2000,3,30
2145,Amazing,All-Star Baseball 2001,Nintendo 64,9.1,Sports,Y,2000,3,30
2151,Amazing,Bomberman Max -- Red: Challenger,Game Boy Color,9,Action,Y,2000,5,26
2157,Amazing,Tony Hawk's Pro Skater,Dreamcast,9.8,Sports,Y,2000,5,24
2168,Amazing,Starlancer,PC,9.2,Action,Y,2000,4,28
2174,Masterpiece,Metal Gear Solid [2000],Game Boy Color,10,"Action, Adventure",Y,2000,5,5
2177,Amazing,Vagrant Story,PlayStation,9.6,RPG,Y,2000,5,22
2179,Amazing,Perfect Dark,Nintendo 64,9.8,Shooter,Y,2000,5,19
2190,Amazing,Street Fighter Alpha 3,Dreamcast,9.5,Fighting,Y,2000,5,19
2195,Amazing,Heroes of Might and Magic III: Shadow of Death,PC,9,Strategy,Y,2000,4,20
2197,Great,Silent Bomber,PlayStation,8,Action,Y,2000,4,19
2198,Amazing,Speed Punks,PlayStation,9,Racing,Y,2000,4,19
2208,Amazing,Imperium Galactica II: Alliances,PC,9,Strategy,Y,2000,5,9
